1 ----> uni0001	
39769 ----> uni9B59	魙
39770 ----> uni9B5A	魚
39771 ----> uni9B5B	魛
39775 ----> uni9B5F	魟
39776 ----> uni9B60	魠
39777 ----> uni9B61	魡
39780 ----> uni9B64	魤
39782 ----> uni9B66	魦
39783 ----> uni9B67	魧
39784 ----> uni9B68	魨
39788 ----> uni9B6C	魬
39791 ----> uni9B6F	魯
39792 ----> uni9B70	魰
39793 ----> uni9B71	魱
39796 ----> uni9B74	魴
39797 ----> uni9B75	魵
39798 ----> uni9B76	魶
39799 ----> uni9B77	魷
39802 ----> uni9B7A	魺
39803 ----> uni9B7B	魻
39804 ----> uni9B7C	魼
39805 ----> uni9B7D	魽
39806 ----> uni9B7E	魾
39808 ----> uni9B80	鮀
39810 ----> uni9B82	鮂
39813 ----> uni9B85	鮅
39814 ----> uni9B86	鮆
39815 ----> uni9B87	鮇
39816 ----> uni9B88	鮈
39822 ----> uni9B8E	鮎
39823 ----> uni9B8F	鮏
39824 ----> uni9B90	鮐
39825 ----> uni9B91	鮑
39826 ----> uni9B92	鮒
39827 ----> uni9B93	鮓
39829 ----> uni9B95	鮕
39831 ----> uni9B97	鮗
39834 ----> uni9B9A	鮚
39835 ----> uni9B9B	鮛
39837 ----> uni9B9D	鮝
39838 ----> uni9B9E	鮞
39840 ----> uni9BA0	鮠
39841 ----> uni9BA1	鮡
39842 ----> uni9BA2	鮢
39844 ----> uni9BA4	鮤
39845 ----> uni9BA5	鮥
39846 ----> uni9BA6	鮦
39848 ----> uni9BA8	鮨
39850 ----> uni9BAA	鮪
39851 ----> uni9BAB	鮫
39853 ----> uni9BAD	鮭
39854 ----> uni9BAE	鮮
39855 ----> uni9BAF	鮯
39856 ----> uni9BB0	鮰
39861 ----> uni9BB5	鮵
39862 ----> uni9BB6	鮶
39864 ----> uni9BB8	鮸
39865 ----> uni9BB9	鮹
39869 ----> uni9BBD	鮽
39871 ----> uni9BBF	鮿
39872 ----> uni9BC0	鯀
39873 ----> uni9BC1	鯁
39875 ----> uni9BC3	鯃
39876 ----> uni9BC4	鯄
39878 ----> uni9BC6	鯆
39879 ----> uni9BC7	鯇
39880 ----> uni9BC8	鯈
39881 ----> uni9BC9	鯉
39882 ----> uni9BCA	鯊
39891 ----> uni9BD3	鯓
39892 ----> uni9BD4	鯔
39893 ----> uni9BD5	鯕
39894 ----> uni9BD6	鯖
39895 ----> uni9BD7	鯗
39897 ----> uni9BD9	鯙
39898 ----> uni9BDA	鯚
39899 ----> uni9BDB	鯛
39900 ----> uni9BDC	鯜
39902 ----> uni9BDE	鯞
39904 ----> uni9BE0	鯠
39905 ----> uni9BE1	鯡
39906 ----> uni9BE2	鯢
39908 ----> uni9BE4	鯤
39909 ----> uni9BE5	鯥
39910 ----> uni9BE6	鯦
39911 ----> uni9BE7	鯧
39912 ----> uni9BE8	鯨
39914 ----> uni9BEA	鯪
39915 ----> uni9BEB	鯫
39916 ----> uni9BEC	鯬
39920 ----> uni9BF0	鯰
39927 ----> uni9BF7	鯷
39928 ----> uni9BF8	鯸
39933 ----> uni9BFD	鯽
39935 ----> uni9BFF	鯿
39938 ----> uni9C02	鰂
39941 ----> uni9C05	鰅
39942 ----> uni9C06	鰆
39943 ----> uni9C07	鰇
39944 ----> uni9C08	鰈
39945 ----> uni9C09	鰉
39946 ----> uni9C0A	鰊
39947 ----> uni9C0B	鰋
39948 ----> uni9C0C	鰌
39949 ----> uni9C0D	鰍
39950 ----> uni9C0E	鰎
39952 ----> uni9C10	鰐
39954 ----> uni9C12	鰒
39955 ----> uni9C13	鰓
39956 ----> uni9C14	鰔
39957 ----> uni9C15	鰕
39959 ----> uni9C17	鰗
39963 ----> uni9C1B	鰛
39964 ----> uni9C1C	鰜
39965 ----> uni9C1D	鰝
39969 ----> uni9C21	鰡
39971 ----> uni9C23	鰣
39972 ----> uni9C24	鰤
39973 ----> uni9C25	鰥
39976 ----> uni9C28	鰨
39977 ----> uni9C29	鰩
39979 ----> uni9C2B	鰫
39980 ----> uni9C2C	鰬
39981 ----> uni9C2D	鰭
39983 ----> uni9C2F	鰯
39985 ----> uni9C31	鰱
39986 ----> uni9C32	鰲
39987 ----> uni9C33	鰳
39988 ----> uni9C34	鰴
39989 ----> uni9C35	鰵
39990 ----> uni9C36	鰶
39991 ----> uni9C37	鰷
39993 ----> uni9C39	鰹
39994 ----> uni9C3A	鰺
39995 ----> uni9C3B	鰻
39996 ----> uni9C3C	鰼
39997 ----> uni9C3D	鰽
39998 ----> uni9C3E	鰾
39999 ----> uni9C3F	鰿
40000 ----> uni9C40	鱀
40001 ----> uni9C41	鱁
40004 ----> uni9C44	鱄
40005 ----> uni9C45	鱅
40006 ----> uni9C46	鱆
40008 ----> uni9C48	鱈
40009 ----> uni9C49	鱉
40010 ----> uni9C4A	鱊
40011 ----> uni9C4B	鱋
40012 ----> uni9C4C	鱌
40013 ----> uni9C4D	鱍
40014 ----> uni9C4E	鱎
40016 ----> uni9C50	鱐
40018 ----> uni9C52	鱒
40020 ----> uni9C54	鱔
40021 ----> uni9C55	鱕
40022 ----> uni9C56	鱖
40023 ----> uni9C57	鱗
40024 ----> uni9C58	鱘
40025 ----> uni9C59	鱙
40030 ----> uni9C5E	鱞
40031 ----> uni9C5F	鱟
40032 ----> uni9C60	鱠
40034 ----> uni9C62	鱢
40035 ----> uni9C63	鱣
40038 ----> uni9C66	鱦
40039 ----> uni9C67	鱧
40040 ----> uni9C68	鱨
40045 ----> uni9C6D	鱭
40046 ----> uni9C6E	鱮
40049 ----> uni9C71	鱱
40050 ----> uni9C72	鱲
40051 ----> uni9C73	鱳
40052 ----> uni9C74	鱴
40053 ----> uni9C75	鱵
40055 ----> uni9C77	鱷
40056 ----> uni9C78	鱸
40057 ----> uni9C79	鱹
40058 ----> uni9C7A	鱺
40165 ----> uni9CE5	鳥
40166 ----> uni9CE6	鳦
40167 ----> uni9CE7	鳧
40169 ----> uni9CE9	鳩
40170 ----> uni9CEA	鳪
40173 ----> uni9CED	鳭
40177 ----> uni9CF1	鳱
40178 ----> uni9CF2	鳲
40179 ----> uni9CF3	鳳
40180 ----> uni9CF4	鳴
40181 ----> uni9CF5	鳵
40182 ----> uni9CF6	鳶
40183 ----> uni9CF7	鳷
40185 ----> uni9CF9	鳹
40186 ----> uni9CFA	鳺
40187 ----> uni9CFB	鳻
40188 ----> uni9CFC	鳼
40189 ----> uni9CFD	鳽
40191 ----> uni9CFF	鳿
40192 ----> uni9D00	鴀
40194 ----> uni9D02	鴂
40195 ----> uni9D03	鴃
40196 ----> uni9D04	鴄
40197 ----> uni9D05	鴅
40198 ----> uni9D06	鴆
40199 ----> uni9D07	鴇
40200 ----> uni9D08	鴈
40201 ----> uni9D09	鴉
40208 ----> uni9D10	鴐
40210 ----> uni9D12	鴒
40212 ----> uni9D14	鴔
40213 ----> uni9D15	鴕
40215 ----> uni9D17	鴗
40216 ----> uni9D18	鴘
40217 ----> uni9D19	鴙
40219 ----> uni9D1B	鴛
40221 ----> uni9D1D	鴝
40222 ----> uni9D1E	鴞
40223 ----> uni9D1F	鴟
40224 ----> uni9D20	鴠
40226 ----> uni9D22	鴢
40227 ----> uni9D23	鴣
40229 ----> uni9D25	鴥
40230 ----> uni9D26	鴦
40232 ----> uni9D28	鴨
40233 ----> uni9D29	鴩
40237 ----> uni9D2D	鴭
40238 ----> uni9D2E	鴮
40239 ----> uni9D2F	鴯
40240 ----> uni9D30	鴰
40241 ----> uni9D31	鴱
40243 ----> uni9D33	鴳
40246 ----> uni9D36	鴶
40247 ----> uni9D37	鴷
40248 ----> uni9D38	鴸
40251 ----> uni9D3B	鴻
40253 ----> uni9D3D	鴽
40254 ----> uni9D3E	鴾
40255 ----> uni9D3F	鴿
40256 ----> uni9D40	鵀
40257 ----> uni9D41	鵁
40258 ----> uni9D42	鵂
40259 ----> uni9D43	鵃
40260 ----> uni9D44	鵄
40261 ----> uni9D45	鵅
40266 ----> uni9D4A	鵊
40267 ----> uni9D4B	鵋
40268 ----> uni9D4C	鵌
40271 ----> uni9D4F	鵏
40273 ----> uni9D51	鵑
40274 ----> uni9D52	鵒
40275 ----> uni9D53	鵓
40276 ----> uni9D54	鵔
40278 ----> uni9D56	鵖
40279 ----> uni9D57	鵗
40280 ----> uni9D58	鵘
40281 ----> uni9D59	鵙
40282 ----> uni9D5A	鵚
40283 ----> uni9D5B	鵛
40284 ----> uni9D5C	鵜
40285 ----> uni9D5D	鵝
40286 ----> uni9D5E	鵞
40287 ----> uni9D5F	鵟
40288 ----> uni9D60	鵠
40289 ----> uni9D61	鵡
40295 ----> uni9D67	鵧
40296 ----> uni9D68	鵨
40297 ----> uni9D69	鵩
40298 ----> uni9D6A	鵪
40299 ----> uni9D6B	鵫
40300 ----> uni9D6C	鵬
40303 ----> uni9D6F	鵯
40304 ----> uni9D70	鵰
40305 ----> uni9D71	鵱
40306 ----> uni9D72	鵲
40307 ----> uni9D73	鵳
40308 ----> uni9D74	鵴
40309 ----> uni9D75	鵵
40311 ----> uni9D77	鵷
40312 ----> uni9D78	鵸
40313 ----> uni9D79	鵹
40315 ----> uni9D7B	鵻
40317 ----> uni9D7D	鵽
40318 ----> uni9D7E	鵾
40319 ----> uni9D7F	鵿
40320 ----> uni9D80	鶀
40321 ----> uni9D81	鶁
40322 ----> uni9D82	鶂
40324 ----> uni9D84	鶄
40325 ----> uni9D85	鶅
40326 ----> uni9D86	鶆
40327 ----> uni9D87	鶇
40328 ----> uni9D88	鶈
40329 ----> uni9D89	鶉
40330 ----> uni9D8A	鶊
40331 ----> uni9D8B	鶋
40332 ----> uni9D8C	鶌
40336 ----> uni9D90	鶐
40338 ----> uni9D92	鶒
40340 ----> uni9D94	鶔
40342 ----> uni9D96	鶖
40343 ----> uni9D97	鶗
40344 ----> uni9D98	鶘
40345 ----> uni9D99	鶙
40346 ----> uni9D9A	鶚
40347 ----> uni9D9B	鶛
40348 ----> uni9D9C	鶜
40349 ----> uni9D9D	鶝
40350 ----> uni9D9E	鶞
40351 ----> uni9D9F	鶟
40352 ----> uni9DA0	鶠
40353 ----> uni9DA1	鶡
40354 ----> uni9DA2	鶢
40355 ----> uni9DA3	鶣
40356 ----> uni9DA4	鶤
40358 ----> uni9DA6	鶦
40359 ----> uni9DA7	鶧
40360 ----> uni9DA8	鶨
40361 ----> uni9DA9	鶩
40362 ----> uni9DAA	鶪
40363 ----> uni9DAB	鶫
40364 ----> uni9DAC	鶬
40365 ----> uni9DAD	鶭
40367 ----> uni9DAF	鶯
40369 ----> uni9DB1	鶱
40370 ----> uni9DB2	鶲
40371 ----> uni9DB3	鶳
40372 ----> uni9DB4	鶴
40373 ----> uni9DB5	鶵
40374 ----> uni9DB6	鶶
40375 ----> uni9DB7	鶷
40376 ----> uni9DB8	鶸
40377 ----> uni9DB9	鶹
40378 ----> uni9DBA	鶺
40379 ----> uni9DBB	鶻
40380 ----> uni9DBC	鶼
40382 ----> uni9DBE	鶾
40383 ----> uni9DBF	鶿
40385 ----> uni9DC1	鷁
40386 ----> uni9DC2	鷂
40387 ----> uni9DC3	鷃
40388 ----> uni9DC4	鷄
40389 ----> uni9DC5	鷅
40391 ----> uni9DC7	鷇
40392 ----> uni9DC8	鷈
40394 ----> uni9DCA	鷊
40395 ----> uni9DCB	鷋
40396 ----> uni9DCC	鷌
40397 ----> uni9DCD	鷍
40398 ----> uni9DCE	鷎
40399 ----> uni9DCF	鷏
40400 ----> uni9DD0	鷐
40401 ----> uni9DD1	鷑
40402 ----> uni9DD2	鷒
40403 ----> uni9DD3	鷓
40405 ----> uni9DD5	鷕
40406 ----> uni9DD6	鷖
40407 ----> uni9DD7	鷗
40408 ----> uni9DD8	鷘
40409 ----> uni9DD9	鷙
40410 ----> uni9DDA	鷚
40411 ----> uni9DDB	鷛
40412 ----> uni9DDC	鷜
40413 ----> uni9DDD	鷝
40414 ----> uni9DDE	鷞
40415 ----> uni9DDF	鷟
40417 ----> uni9DE1	鷡
40418 ----> uni9DE2	鷢
40419 ----> uni9DE3	鷣
40420 ----> uni9DE4	鷤
40421 ----> uni9DE5	鷥
40422 ----> uni9DE6	鷦
40424 ----> uni9DE8	鷨
40425 ----> uni9DE9	鷩
40427 ----> uni9DEB	鷫
40428 ----> uni9DEC	鷬
40429 ----> uni9DED	鷭
40430 ----> uni9DEE	鷮
40431 ----> uni9DEF	鷯
40432 ----> uni9DF0	鷰
40434 ----> uni9DF2	鷲
40435 ----> uni9DF3	鷳
40436 ----> uni9DF4	鷴
40437 ----> uni9DF5	鷵
40438 ----> uni9DF6	鷶
40439 ----> uni9DF7	鷷
40440 ----> uni9DF8	鷸
40441 ----> uni9DF9	鷹
40442 ----> uni9DFA	鷺
40443 ----> uni9DFB	鷻
40445 ----> uni9DFD	鷽
40446 ----> uni9DFE	鷾
40447 ----> uni9DFF	鷿
40448 ----> uni9E00	鸀
40449 ----> uni9E01	鸁
40450 ----> uni9E02	鸂
40451 ----> uni9E03	鸃
40452 ----> uni9E04	鸄
40453 ----> uni9E05	鸅
40454 ----> uni9E06	鸆
40455 ----> uni9E07	鸇
40457 ----> uni9E09	鸉
40459 ----> uni9E0B	鸋
40461 ----> uni9E0D	鸍
40463 ----> uni9E0F	鸏
40464 ----> uni9E10	鸐
40465 ----> uni9E11	鸑
40466 ----> uni9E12	鸒
40467 ----> uni9E13	鸓
40468 ----> uni9E14	鸔
40469 ----> uni9E15	鸕
40471 ----> uni9E17	鸗
40473 ----> uni9E19	鸙
40474 ----> uni9E1A	鸚
40475 ----> uni9E1B	鸛
40476 ----> uni9E1C	鸜
40477 ----> uni9E1D	鸝
40478 ----> uni9E1E	鸞
40565 ----> uni9E75	鹵
40569 ----> uni9E79	鹹
40570 ----> uni9E7A	鹺
40572 ----> uni9E7C	鹼
40573 ----> uni9E7D	鹽
40575 ----> uni9E7F	鹿
40576 ----> uni9E80	麀
40577 ----> uni9E81	麁
40578 ----> uni9E82	麂
40579 ----> uni9E83	麃
40580 ----> uni9E84	麄
40582 ----> uni9E86	麆
40583 ----> uni9E87	麇
40584 ----> uni9E88	麈
40585 ----> uni9E89	麉
40586 ----> uni9E8A	麊
40587 ----> uni9E8B	麋
40588 ----> uni9E8C	麌
40589 ----> uni9E8D	麍
40590 ----> uni9E8E	麎
40593 ----> uni9E91	麑
40594 ----> uni9E92	麒
40595 ----> uni9E93	麓
40596 ----> uni9E94	麔
40597 ----> uni9E95	麕
40598 ----> uni9E96	麖
40599 ----> uni9E97	麗
40600 ----> uni9E98	麘
40601 ----> uni9E99	麙
40602 ----> uni9E9A	麚
40603 ----> uni9E9B	麛
40604 ----> uni9E9C	麜
40605 ----> uni9E9D	麝
40606 ----> uni9E9E	麞
40607 ----> uni9E9F	麟
40608 ----> uni9EA0	麠
40609 ----> uni9EA1	麡
40612 ----> uni9EA4	麤
40613 ----> uni9EA5	麥
40615 ----> uni9EA7	麧
40616 ----> uni9EA8	麨
40617 ----> uni9EA9	麩
40619 ----> uni9EAB	麫
40621 ----> uni9EAD	麭
40622 ----> uni9EAE	麮
40623 ----> uni9EAF	麯
40624 ----> uni9EB0	麰
40628 ----> uni9EB4	麴
40629 ----> uni9EB5	麵
40630 ----> uni9EB6	麶
40631 ----> uni9EB7	麷
40635 ----> uni9EBB	麻
40636 ----> uni9EBC	麼
40638 ----> uni9EBE	麾
40639 ----> uni9EBF	麿
40640 ----> uni9EC0	黀
40642 ----> uni9EC2	黂
40643 ----> uni9EC3	黃
40648 ----> uni9EC8	黈
40652 ----> uni9ECC	黌
40653 ----> uni9ECD	黍
40654 ----> uni9ECE	黎
40655 ----> uni9ECF	黏
40656 ----> uni9ED0	黐
40657 ----> uni9ED1	黑
40659 ----> uni9ED3	黓
40660 ----> uni9ED4	黔
40661 ----> uni9ED5	黕
40662 ----> uni9ED6	黖
40664 ----> uni9ED8	默
40666 ----> uni9EDA	黚
40667 ----> uni9EDB	黛
40668 ----> uni9EDC	黜
40669 ----> uni9EDD	黝
40670 ----> uni9EDE	點
40671 ----> uni9EDF	黟
40672 ----> uni9EE0	黠
40676 ----> uni9EE4	黤
40677 ----> uni9EE5	黥
40678 ----> uni9EE6	黦
40679 ----> uni9EE7	黧
40680 ----> uni9EE8	黨
40683 ----> uni9EEB	黫
40685 ----> uni9EED	黭
40686 ----> uni9EEE	黮
40687 ----> uni9EEF	黯
40688 ----> uni9EF0	黰
40690 ----> uni9EF2	黲
40691 ----> uni9EF3	黳
40692 ----> uni9EF4	黴
40693 ----> uni9EF5	黵
40694 ----> uni9EF6	黶
40695 ----> uni9EF7	黷
40697 ----> uni9EF9	黹
40698 ----> uni9EFA	黺
40699 ----> uni9EFB	黻
40700 ----> uni9EFC	黼
40701 ----> uni9EFD	黽
40703 ----> uni9EFF	黿
40704 ----> uni9F00	鼀
40705 ----> uni9F01	鼁
40706 ----> uni9F02	鼂
40710 ----> uni9F06	鼆
40711 ----> uni9F07	鼇
40713 ----> uni9F09	鼉
40714 ----> uni9F0A	鼊
40718 ----> uni9F0E	鼎
40719 ----> uni9F0F	鼏
40720 ----> uni9F10	鼐
40722 ----> uni9F12	鼒
40723 ----> uni9F13	鼓
40725 ----> uni9F15	鼕
40726 ----> uni9F16	鼖
40727 ----> uni9F17	鼗
40728 ----> uni9F18	鼘
40729 ----> uni9F19	鼙
40730 ----> uni9F1A	鼚
40731 ----> uni9F1B	鼛
40732 ----> uni9F1C	鼜
40734 ----> uni9F1E	鼞
40736 ----> uni9F20	鼠
40738 ----> uni9F22	鼢
40739 ----> uni9F23	鼣
40740 ----> uni9F24	鼤
40741 ----> uni9F25	鼥
40742 ----> uni9F26	鼦
40744 ----> uni9F28	鼨
40745 ----> uni9F29	鼩
40746 ----> uni9F2A	鼪
40747 ----> uni9F2B	鼫
40748 ----> uni9F2C	鼬
40749 ----> uni9F2D	鼭
40750 ----> uni9F2E	鼮
40751 ----> uni9F2F	鼯
40752 ----> uni9F30	鼰
40753 ----> uni9F31	鼱
40754 ----> uni9F32	鼲
40755 ----> uni9F33	鼳
40756 ----> uni9F34	鼴
40757 ----> uni9F35	鼵
40758 ----> uni9F36	鼶
40759 ----> uni9F37	鼷
40760 ----> uni9F38	鼸
40763 ----> uni9F3B	鼻
40765 ----> uni9F3D	鼽
40766 ----> uni9F3E	鼾
40768 ----> uni9F40	齀
40769 ----> uni9F41	齁
40770 ----> uni9F42	齂
40771 ----> uni9F43	齃
40773 ----> uni9F45	齅
40774 ----> uni9F46	齆
40775 ----> uni9F47	齇
40776 ----> uni9F48	齈
40777 ----> uni9F49	齉
40778 ----> uni9F4A	齊
40779 ----> uni9F4B	齋
40780 ----> uni9F4C	齌
40781 ----> uni9F4D	齍
40782 ----> uni9F4E	齎
40783 ----> uni9F4F	齏
40786 ----> uni9F52	齒
40787 ----> uni9F53	齓
40788 ----> uni9F54	齔
40789 ----> uni9F55	齕
40790 ----> uni9F56	齖
40791 ----> uni9F57	齗
40792 ----> uni9F58	齘
40793 ----> uni9F59	齙
40794 ----> uni9F5A	齚
40795 ----> uni9F5B	齛
40796 ----> uni9F5C	齜
40797 ----> uni9F5D	齝
40798 ----> uni9F5E	齞
40799 ----> uni9F5F	齟
40800 ----> uni9F60	齠
40801 ----> uni9F61	齡
40803 ----> uni9F63	齣
40804 ----> uni9F64	齤
40805 ----> uni9F65	齥
40806 ----> uni9F66	齦
40807 ----> uni9F67	齧
40809 ----> uni9F69	齩
40810 ----> uni9F6A	齪
40811 ----> uni9F6B	齫
40812 ----> uni9F6C	齬
40814 ----> uni9F6E	齮
40815 ----> uni9F6F	齯
40816 ----> uni9F70	齰
40817 ----> uni9F71	齱
40818 ----> uni9F72	齲
40820 ----> uni9F74	齴
40821 ----> uni9F75	齵
40822 ----> uni9F76	齶
40823 ----> uni9F77	齷
40824 ----> uni9F78	齸
40825 ----> uni9F79	齹
40826 ----> uni9F7A	齺
40827 ----> uni9F7B	齻
40830 ----> uni9F7E	齾
40845 ----> uni9F8D	龍
40846 ----> uni9F8E	龎
40848 ----> uni9F90	龐
40849 ----> uni9F91	龑
40850 ----> uni9F92	龒
40852 ----> uni9F94	龔
40853 ----> uni9F95	龕
40856 ----> uni9F98	龘
40860 ----> uni9F9C	龜
40864 ----> uni9FA0	龠
40866 ----> uni9FA2	龢
40868 ----> uni9FA4	龤
40869 ----> uni9FA5	龥
57351 ----> uni51B5	
57367 ----> uni4FAB	
57377 ----> uni5FA4	
57383 ----> uni5101	
57385 ----> uni510E	
57386 ----> uni986C	
57401 ----> uni5B82	
57405 ----> uni51B2	
57408 ----> uni51C9	
57410 ----> uni51D1	
57412 ----> uni51D3	
57414 ----> uni51B3	
57417 ----> uni51ED	
57419 ----> uni693E	
57423 ----> uni5226	
57426 ----> uni5257	
57428 ----> uni52B9	
57429 ----> uni52C5	
57432 ----> uni52E0	
57438 ----> uni6ED9	
57442 ----> uni5333	
57456 ----> uni5374	
57465 ----> uni53A0	
57466 ----> uni53AB	
57467 ----> uni53AE	
57472 ----> uni53C1	
57477 ----> uni53D9	
57480 ----> uni53E0	
57483 ----> uni53F6	
57485 ----> uni5413	
57494 ----> uni548F	
57495 ----> uni54A4	
57507 ----> uni5586	
57516 ----> uni5637	
57521 ----> uni564D	
57522 ----> uni564F	
57529 ----> uni56ED	
57533 ----> uni5746	
57537 ----> uni5742	
57540 ----> uni57E6	
57542 ----> uni5803	
57545 ----> uni5826	
57551 ----> uni58DC	
57553 ----> uni58FB	
57574 ----> uni59D9	
57581 ----> uni59F9	
57584 ----> uni5A63	
57613 ----> uni5B9D	
57615 ----> uni5C05	
57625 ----> uni5CE9	
57626 ----> uni5CEF	
57627 ----> uni5D8B	
57632 ----> uni5D46	
57644 ----> uni5E2E	
57650 ----> uni53A6	
57653 ----> uni53A8	
57658 ----> uni5EF9	
57659 ----> uni5EFB	
57661 ----> uni5EFC	
57664 ----> uni5F0D	
57681 ----> uni5FA7	
57691 ----> uni6031	
57701 ----> uni609E	
57703 ----> uni60B3	
57710 ----> uni6164	
57712 ----> uni6142	
57716 ----> uni51F4	
57730 ----> uni615C	
57731 ----> uni651E	
57734 ----> uni62C5	
57736 ----> uni62D5	
57738 ----> uni636C	
57742 ----> uni63F8	
57745 ----> uniE191	
57755 ----> uni643A	
57756 ----> uni3A57	
57761 ----> uni6585	
57781 ----> uni664B	
57783 ----> uni6667	
57799 ----> uni69FA	
57802 ----> uni6767	
57808 ----> uni6822	
57817 ----> uni6A0B	
57819 ----> uni6973	
57822 ----> uni6901	
57823 ----> uni6900	
57828 ----> uni67AC	
57833 ----> uni6998	
57843 ----> uni6A9D	
57845 ----> uni67B1	
57846 ----> uni6AC8	
57849 ----> uni6B1D	
57860 ----> uni5421	
57862 ----> uni6BE1	
57870 ----> uni8226	
57871 ----> uni6C79	
57890 ----> uni6D96	
57891 ----> uni6D5C	
57892 ----> uni6E7C	
57908 ----> uni79CC	
57909 ----> uni6E4F	
57921 ----> uni6F44	
57922 ----> uni6F5C	
57936 ----> uni51DF	
57942 ----> uni707E	
57944 ----> uni7081	
57946 ----> uni70D5	
57948 ----> uni70DF	
57955 ----> uni7145	
57957 ----> uni714A	
57973 ----> uni7215	
57980 ----> uni7240	
57983 ----> uni7255	
57996 ----> uni7328	
57997 ----> uni732E	
57998 ----> uni73CF	
58002 ----> uni73C9	
58021 ----> uni7460	
58043 ----> uni750E	
58045 ----> uni751E	
58050 ----> uni9385	
58052 ----> uni754A	
58058 ----> uni758E	
58059 ----> uni745D	
58061 ----> uni75B4	
58062 ----> uni7602	
58066 ----> uni766F	
58069 ----> uni7690	
58073 ----> uniE2D9	
58074 ----> uni76A1	
58077 ----> uni76CC	
58084 ----> uni7726	
58085 ----> uni7740	
58098 ----> uni68CA	
58099 ----> uni78AF	
58101 ----> uni78D3	
58103 ----> uni792E	
58107 ----> uni78B1	
58119 ----> uni799D	
58122 ----> uni79A9	
58128 ----> uni79D4	
58138 ----> uni7A49	
58142 ----> uni7A7D	
58144 ----> uni7ABB	
58145 ----> uni7AB0	
58151 ----> uni7ADA	
58152 ----> uni7ADD	
58153 ----> uni7AEA	
58157 ----> uni7B0B	
58169 ----> uni7B92	
58180 ----> uni7C83	
58182 ----> uni7CA6	
58186 ----> uni7CC7	
58195 ----> uni7D5D	
58198 ----> uni7D89	
58199 ----> uni7DAB	
58201 ----> uni7DB3	
58207 ----> uni7DF5	
58214 ----> uni7E6E	
58218 ----> uni7E27	
58221 ----> uni7F47	
58225 ----> uni7F97	
58227 ----> uni7FA3	
58238 ----> uni801D	
58247 ----> uni4989	
58251 ----> uni6725	
58254 ----> uni8107	
58261 ----> uni64E7	
58263 ----> uni8218	
58282 ----> uni82AA	
58286 ----> uni854B	
58287 ----> uni82D0	
58305 ----> uni8385	
58310 ----> uni83D3	
58320 ----> uni8471	
58341 ----> uni8534	
58342 ----> uni5AF2	
58353 ----> uni8602	
58364 ----> uni8771	
58366 ----> uni87EE	
58372 ----> uni866C	
58374 ----> uni460F	
58375 ----> uni8845	
58380 ----> uni885E	
58381 ----> uni889C	
58384 ----> uni88B5	
58389 ----> uni8987	
58390 ----> uni898A	
58394 ----> uni89BC	
58400 ----> uni7793	
58401 ----> uni91FE	
58410 ----> uni8B0C	
58415 ----> uni8B4C	
58445 ----> uniE44D	
58451 ----> uni8EAD	
58455 ----> uni8F19	
58457 ----> uniE459	
58468 ----> uni5EF8	
58470 ----> uni8FF9	
58480 ----> uni9061	
58483 ----> uni90A8	
58485 ----> uni90C4	
58489 ----> uni9167	
58493 ----> uni7CAC	
58496 ----> uni920E	
58499 ----> uni9262	
58508 ----> uni936B	
58516 ----> uni9244	
58521 ----> uni945B	
58527 ----> uni6FF6	
58536 ----> uni9696	
58538 ----> uni96A3	
58545 ----> uni53CC	
58555 ----> uni9731	
58570 ----> uni975F	
58576 ----> uni979F	
58578 ----> uni97BE	
58583 ----> uni97EE	
58587 ----> uni97F5	
58593 ----> uni984B	
58594 ----> uni9866	
58603 ----> uni98C8	
58608 ----> uni55B0	
